subid,gender,trial,pool,rate_s,rate_o,choice_raw,outcome_s,outcome_o,conds,party,frame,choice
1118,1,4,40,1,3,30,30,30,3,2,1,31
1118,1,5,100,1,1,50,50,50,3,2,1,51
1118,1,6,60,1,2,40,43,34,3,2,1,41
1118,1,7,120,2,1,40,80,80,3,2,1,41
1118,1,8,100,1,3,75,75,75,3,2,1,76
1118,1,9,200,1,1,100,100,100,3,2,1,101
1118,1,10,150,1,2,101,100,100,3,2,1,102
1118,1,11,90,3,1,24,66,68,3,2,1,25
1118,1,12,75,2,1,25,50,50,3,2,1,26
1118,1,13,60,1,1,30,30,30,3,2,1,31
1118,1,15,150,2,1,50,100,100,3,2,1,51
1118,1,16,100,3,1,25,75,75,3,2,1,26
1118,1,17,120,1,1,61,60,60,3,2,1,62
1118,1,18,40,3,1,10,30,30,3,2,1,11
1118,1,19,90,1,3,68,68,66,3,2,1,69
1118,1,20,120,1,2,79,80,80,3,2,1,80
1119,1,3,200,-1,-1,98,98,102,2,1,2,99
1119,1,4,90,-3,-1,21,63,69,2,1,2,22
1119,1,5,150,-1,-2,99,98,104,2,1,2,100
1119,1,6,75,-2,-1,24,48,51,2,1,2,25
1119,1,7,90,-1,-3,66,64,78,2,1,2,67
1119,1,8,120,-1,-2,80,79,82,2,1,2,81
1119,1,9,100,-3,-1,23,63,79,2,1,2,24
1119,1,10,75,-1,-2,48,48,54,2,1,2,49
1119,1,11,60,-2,-1,13,38,41,2,1,2,14
1119,1,12,80,-3,-1,19,57,61,2,1,2,20
1119,1,13,150,-2,-1,48,100,100,2,1,2,49
1119,1,14,60,-1,-2,39,37,46,2,1,2,40
1119,1,15,100,-1,-1,47,50,50,2,1,2,48
1119,1,16,40,-1,-3,30,29,33,2,1,2,31
1119,1,17,120,-1,-1,59,55,65,2,1,2,60
1119,1,18,80,-1,-3,59,60,60,2,1,2,60
1119,1,19,40,-3,-1,9,30,30,2,1,2,10
1119,1,20,60,-1,-1,30,30,30,2,1,2,31
1119,1,1,60,1,2,43,42,36,1,1,1,44
1119,1,2,75,2,1,25,50,50,1,1,1,26
1119,1,3,120,1,1,62,62,58,1,1,1,63
1119,1,4,100,1,3,75,76,72,1,1,1,76
1119,1,5,60,1,1,30,31,29,1,1,1,31
1119,1,6,120,1,2,79,80,80,1,1,1,80
1119,1,7,80,1,3,60,60,60,1,1,1,61
1119,1,8,90,3,1,22,69,67,1,1,1,23
1119,1,9,40,1,3,30,30,30,1,1,1,31
1119,1,10,100,1,1,51,51,49,1,1,1,52
1119,1,11,60,2,1,20,40,40,1,1,1,21
1119,1,12,150,1,2,100,100,100,1,1,1,101
1119,1,13,40,3,1,10,30,30,1,1,1,11
1119,1,14,120,2,1,40,80,80,1,1,1,41
1119,1,15,100,3,1,25,75,75,1,1,1,26
1119,1,16,75,1,2,50,51,48,1,1,1,51
1119,1,17,200,1,1,100,100,100,1,1,1,101
1119,1,18,90,1,3,68,68,66,1,1,1,69
1119,1,19,150,2,1,50,102,99,1,1,1,51
1119,1,20,80,3,1,20,63,59,1,1,1,21
1119,1,3,200,-1,-1,100,103,97,4,2,2,101
1119,1,4,60,-2,-1,19,42,39,4,2,2,20
1119,1,5,120,-1,-1,64,57,63,4,2,2,65
1119,1,6,90,-1,-3,68,73,51,4,2,2,69
1119,1,8,150,-1,-2,101,99,102,4,2,2,102
1119,1,10,75,-1,-2,50,48,54,4,2,2,51
1119,1,12,120,-2,-1,40,80,80,4,2,2,41
1119,1,14,150,-2,-1,46,100,100,4,2,2,47
1119,1,15,40,-1,-3,31,29,33,4,2,2,32
1119,1,16,75,-2,-1,21,54,48,4,2,2,22
1119,1,17,40,-3,-1,9,30,30,4,2,2,10
1119,1,18,120,-1,-2,80,80,80,4,2,2,81
1119,1,19,90,-3,-1,22,66,68,4,2,2,23
1119,1,20,100,-1,-1,50,50,50,4,2,2,51
1119,1,1,90,3,1,23,66,68,3,2,1,24
1119,1,2,200,1,1,101,100,100,3,2,1,102
1119,1,3,40,3,1,10,30,30,3,2,1,11
1119,1,4,120,1,1,60,60,60,3,2,1,61
1119,1,5,150,2,1,49,100,100,3,2,1,50
1119,1,6,80,1,3,60,60,60,3,2,1,61
1119,1,7,150,1,2,101,100,100,3,2,1,102
1119,1,8,40,1,3,30,30,30,3,2,1,31
1119,1,9,75,2,1,27,50,50,3,2,1,28
1119,1,10,80,3,1,20,60,60,3,2,1,21
1119,1,11,60,1,2,40,40,40,3,2,1,41
1119,1,12,90,1,3,67,66,72,3,2,1,68
1119,1,13,120,1,2,80,80,80,3,2,1,81
1119,1,14,100,1,3,75,75,75,3,2,1,76
1119,1,15,75,1,2,50,50,50,3,2,1,51
1119,1,17,60,2,1,20,40,40,3,2,1,21
1119,1,18,100,1,1,50,50,50,3,2,1,51
1119,1,19,120,2,1,40,80,80,3,2,1,41
1119,1,20,60,1,1,30,30,30,3,2,1,31
1121,1,1,80,-1,-3,50,49,93,2,1,2,51
1121,1,2,75,-1,-2,58,43,64,2,1,2,59
1121,1,3,60,-2,-1,2,38,41,2,1,2,3
1121,1,4,40,-1,-3,3,29,33,2,1,2,4
1121,1,5,100,-1,-1,40,50,50,2,1,2,41
1121,1,6,60,-1,-2,39,30,60,2,1,2,40
1121,1,7,120,-2,-1,35,52,94,2,1,2,36
1121,1,8,100,-1,-3,72,59,123,2,1,2,73
1121,1,9,200,-1,-1,78,73,127,2,1,2,79
1121,1,10,150,-1,-2,106,75,150,2,1,2,107
1121,1,11,90,-3,-1,16,54,72,2,1,2,17
1121,1,12,75,-2,-1,7,44,53,2,1,2,8
1121,1,13,60,-1,-1,13,28,32,2,1,2,14
1121,1,14,80,-3,-1,25,114,42,2,1,2,26
1121,1,15,150,-2,-1,43,82,109,2,1,2,44
1121,1,16,100,-3,-1,9,51,83,2,1,2,10
1121,1,17,120,-1,-1,1,38,82,2,1,2,2
1121,1,18,40,-3,-1,5,27,31,2,1,2,6
1121,1,19,90,-1,-3,63,54,108,2,1,2,64
1121,1,20,120,-1,-2,64,70,100,2,1,2,65
1121,1,1,80,3,1,56,186,18,1,1,1,57
1121,1,2,100,1,1,82,79,21,1,1,1,83
1121,1,3,75,1,2,72,59,32,1,1,1,73
1121,1,4,60,1,1,52,45,15,1,1,1,53
1121,1,5,150,1,2,114,121,58,1,1,1,115
1121,1,6,75,2,1,72,112,19,1,1,1,73
1121,1,7,200,1,1,101,162,38,1,1,1,102
1121,1,8,100,3,1,77,225,25,1,1,1,78
1121,1,9,80,1,3,79,66,42,1,1,1,80
1121,1,10,40,3,1,32,87,11,1,1,1,33
1121,1,11,150,2,1,124,232,34,1,1,1,125
1121,1,12,100,1,3,81,86,42,1,1,1,82
1121,1,13,60,2,1,54,90,15,1,1,1,55
1121,1,14,120,1,2,84,93,54,1,1,1,85
1121,1,15,90,3,1,58,210,20,1,1,1,59
1121,1,16,120,2,1,120,182,29,1,1,1,121
1121,1,17,60,1,2,44,45,30,1,1,1,45
1121,1,18,90,1,3,69,76,42,1,1,1,70
1121,1,19,120,1,1,90,90,30,1,1,1,91
1121,1,20,40,1,3,39,34,18,1,1,1,40
1121,1,1,150,-2,-1,49,100,100,4,2,2,50
1121,1,2,40,-3,-1,17,30,30,4,2,2,18
1121,1,3,60,-1,-1,28,30,30,4,2,2,29
1121,1,4,150,-1,-2,77,44,212,4,2,2,78
1121,1,5,90,-1,-3,52,68,66,4,2,2,53
1121,1,6,75,-2,-1,10,46,52,4,2,2,11
1121,1,7,100,-1,-3,73,74,78,4,2,2,74
1121,1,8,120,-1,-2,80,76,88,4,2,2,81
1121,1,9,40,-1,-3,30,25,45,4,2,2,31
1121,1,11,120,-1,-1,39,67,53,4,2,2,40
1121,1,12,100,-3,-1,21,111,63,4,2,2,22
1121,1,13,80,-1,-3,60,39,123,4,2,2,61
1121,1,14,100,-1,-1,60,56,44,4,2,2,61
1121,1,15,60,-1,-2,20,23,74,4,2,2,21
1121,1,16,120,-2,-1,38,80,80,4,2,2,39
1121,1,17,200,-1,-1,112,107,93,4,2,2,113
1121,1,18,90,-3,-1,4,72,66,4,2,2,5
1121,1,19,75,-1,-2,34,32,86,4,2,2,35
1121,1,20,80,-3,-1,23,51,63,4,2,2,24
1121,1,1,60,2,1,14,88,16,3,2,1,15
1121,1,2,90,1,3,74,45,135,3,2,1,75
1121,1,3,120,1,2,72,85,70,3,2,1,73
1121,1,4,40,3,1,12,72,16,3,2,1,13
1121,1,5,100,1,3,96,74,78,3,2,1,97
1121,1,6,90,3,1,34,198,24,3,2,1,35
1121,1,7,150,2,1,55,128,86,3,2,1,56
1121,1,8,75,1,2,62,23,104,3,2,1,63
1121,1,9,120,2,1,69,156,42,3,2,1,70
1121,1,10,80,3,1,8,120,40,3,2,1,9
1121,1,11,150,1,2,101,100,100,3,2,1,102
1121,1,12,120,1,1,42,73,47,3,2,1,43
1121,1,13,40,1,3,28,27,39,3,2,1,29
1121,1,14,200,1,1,97,100,100,3,2,1,98
1121,1,15,100,3,1,39,300,0,3,2,1,40
1121,1,16,60,1,1,19,30,30,3,2,1,20
1121,1,17,75,2,1,25,50,50,3,2,1,26
1121,1,18,100,1,1,75,63,37,3,2,1,76
1121,1,19,80,1,3,74,60,60,3,2,1,75
1121,1,20,60,1,2,31,39,42,3,2,1,32
1122,1,1,60,-2,-1,20,40,40,2,1,2,21
1122,1,2,90,-1,-3,67,67,69,2,1,2,68
1122,1,3,120,-1,-2,80,80,80,2,1,2,81
1122,1,4,40,-3,-1,10,30,30,2,1,2,11
1122,1,5,100,-1,-3,75,75,75,2,1,2,76
1122,1,7,150,-2,-1,50,100,100,2,1,2,51
1122,1,8,75,-1,-2,50,50,50,2,1,2,51
1122,1,9,120,-2,-1,40,80,80,2,1,2,41
1122,1,10,80,-3,-1,20,60,60,2,1,2,21
1122,1,11,150,-1,-2,100,100,100,2,1,2,101
1122,1,12,120,-1,-1,60,60,60,2,1,2,61
1122,1,13,40,-1,-3,30,30,30,2,1,2,31
1122,1,14,200,-1,-1,100,100,100,2,1,2,101
1122,1,15,100,-3,-1,25,75,75,2,1,2,26
1122,1,16,60,-1,-1,30,30,30,2,1,2,31
1122,1,17,75,-2,-1,25,50,50,2,1,2,26
1122,1,18,100,-1,-1,50,50,50,2,1,2,51
1122,1,19,80,-1,-3,60,60,60,2,1,2,61
1122,1,20,60,-1,-2,40,40,40,2,1,2,41
1122,1,1,150,2,1,50,100,100,1,1,1,51
1122,1,2,40,3,1,10,30,30,1,1,1,11
1122,1,3,60,1,1,30,30,30,1,1,1,31
1122,1,4,150,1,2,100,100,100,1,1,1,101
1122,1,5,90,1,3,67,67,69,1,1,1,68
1122,1,6,75,2,1,25,50,50,1,1,1,26
1122,1,7,100,1,3,75,75,75,1,1,1,76
1122,1,8,120,1,2,80,80,80,1,1,1,81
1122,1,9,40,1,3,30,30,30,1,1,1,31
1122,1,10,60,2,1,20,40,40,1,1,1,21
1122,1,11,120,1,1,60,60,60,1,1,1,61
1122,1,12,100,3,1,25,75,75,1,1,1,26
1122,1,13,80,1,3,60,60,60,1,1,1,61
1122,1,14,100,1,1,50,50,50,1,1,1,51
1122,1,15,60,1,2,40,40,40,1,1,1,41
1122,1,16,120,2,1,40,80,80,1,1,1,41
1122,1,17,200,1,1,100,100,100,1,1,1,101
1122,1,18,90,3,1,22,66,68,1,1,1,23
1122,1,19,75,1,2,50,50,50,1,1,1,51
1122,1,20,80,3,1,20,60,60,1,1,1,21
1122,1,1,80,-3,-1,20,60,60,4,2,2,21
1122,1,2,100,-1,-1,50,50,50,4,2,2,51
1122,1,3,75,-1,-2,50,50,50,4,2,2,51
1122,1,4,60,-1,-1,30,30,30,4,2,2,31
1122,1,5,150,-1,-2,100,100,100,4,2,2,101
1122,1,6,75,-2,-1,25,50,50,4,2,2,26
1122,1,7,200,-1,-1,100,100,100,4,2,2,101
1122,1,8,100,-3,-1,25,75,75,4,2,2,26
1122,1,9,80,-1,-3,60,60,60,4,2,2,61
1122,1,11,150,-2,-1,50,100,100,4,2,2,51
1122,1,12,100,-1,-3,75,75,75,4,2,2,76
1122,1,13,60,-2,-1,20,40,40,4,2,2,21
1122,1,14,120,-1,-2,80,80,80,4,2,2,81
1122,1,16,120,-2,-1,40,80,80,4,2,2,41
1122,1,17,60,-1,-2,40,40,40,4,2,2,41
1122,1,18,90,-1,-3,67,67,69,4,2,2,68
1122,1,19,120,-1,-1,60,60,60,4,2,2,61
1122,1,20,40,-1,-3,30,30,30,4,2,2,31
1122,1,1,80,1,3,60,60,60,3,2,1,61
1122,1,2,75,1,2,50,50,50,3,2,1,51
1122,1,3,60,2,1,20,40,40,3,2,1,21
1122,1,4,40,1,3,30,30,30,3,2,1,31
1122,1,5,100,1,1,50,50,50,3,2,1,51
1122,1,6,60,1,2,40,40,40,3,2,1,41
1122,1,7,120,2,1,40,80,80,3,2,1,41
1122,1,8,100,1,3,75,75,75,3,2,1,76
1122,1,9,200,1,1,100,100,100,3,2,1,101
1122,1,10,150,1,2,100,100,100,3,2,1,101
1122,1,12,75,2,1,25,50,50,3,2,1,26
1122,1,13,60,1,1,30,30,30,3,2,1,31
1122,1,14,80,3,1,20,60,60,3,2,1,21
1122,1,15,150,2,1,50,100,100,3,2,1,51
1122,1,16,100,3,1,25,75,75,3,2,1,26
1122,1,17,120,1,1,60,60,60,3,2,1,61
1122,1,18,40,3,1,10,30,30,3,2,1,11
1122,1,20,120,1,2,80,80,80,3,2,1,81
1123,1,1,80,-3,-1,3,9,77,2,1,2,4
1123,1,2,100,-1,-1,14,5,95,2,1,2,15
1123,1,3,150,-1,-2,7,10,280,2,1,2,8
1123,1,4,100,-1,-3,16,1,297,2,1,2,17
1123,1,5,120,-1,-2,10,10,220,2,1,2,11
1123,1,6,40,-1,-3,8,9,93,2,1,2,9
1123,1,8,120,-2,-1,8,2,119,2,1,2,9
1123,1,9,75,-1,-2,6,6,138,2,1,2,7
1123,1,10,90,-1,-3,1,9,243,2,1,2,2
1123,1,11,200,-1,-1,12,8,192,2,1,2,13
1123,1,12,40,-3,-1,5,18,34,2,1,2,6
1123,1,13,120,-1,-1,4,24,96,2,1,2,5
1123,1,14,75,-2,-1,1,30,60,2,1,2,2
1123,1,15,60,-1,-1,4,6,54,2,1,2,5
1123,1,16,90,-3,-1,3,9,87,2,1,2,4
1123,1,17,60,-1,-2,1,6,108,2,1,2,2
1123,1,18,150,-2,-1,3,22,139,2,1,2,4
1123,1,19,80,-1,-3,8,1,237,2,1,2,9
1123,1,20,60,-2,-1,0,2,59,2,1,2,1
1123,1,1,120,1,1,112,120,0,1,1,1,113
1123,1,2,60,2,1,46,60,30,1,1,1,47
1123,1,3,100,3,1,95,150,50,1,1,1,96
1123,1,4,120,2,1,119,120,60,1,1,1,120
1123,1,5,100,1,3,77,50,150,1,1,1,78
1123,1,6,150,2,1,130,150,75,1,1,1,131
1123,1,8,60,1,1,26,60,0,1,1,1,27
1123,1,9,80,1,3,58,80,0,1,1,1,59
1123,1,10,120,1,2,106,120,0,1,1,1,107
1123,1,11,75,2,1,23,150,0,1,1,1,24
1123,1,12,40,3,1,34,120,0,1,1,1,35
1123,1,13,90,1,3,66,89,3,1,1,1,67
1123,1,14,60,1,2,46,56,8,1,1,1,47
1123,1,15,40,1,3,33,34,18,1,1,1,34
1123,1,16,200,1,1,190,200,0,1,1,1,191
1123,1,17,80,3,1,64,237,1,1,1,1,65
1123,1,18,100,1,1,75,99,1,1,1,1,76
1123,1,19,90,3,1,89,264,2,1,1,1,90
1123,1,20,150,1,2,143,150,0,1,1,1,144
1123,1,1,60,-1,-1,32,30,30,4,2,2,33
1123,1,3,90,-3,-1,22,69,67,4,2,2,23
1123,1,4,100,-1,-3,74,80,60,4,2,2,75
1123,1,5,120,-1,-1,62,65,55,4,2,2,63
1123,1,6,80,-3,-1,19,60,60,4,2,2,20
1123,1,7,75,-2,-1,23,50,50,4,2,2,24
1123,1,8,90,-1,-3,67,68,66,4,2,2,68
1123,1,9,120,-1,-2,79,80,80,4,2,2,80
1123,1,10,100,-1,-1,49,50,50,4,2,2,50
1123,1,11,120,-2,-1,40,80,80,4,2,2,41
1123,1,12,100,-3,-1,25,75,75,4,2,2,26
1123,1,13,60,-1,-2,39,40,40,4,2,2,40
1123,1,14,150,-2,-1,51,100,100,4,2,2,52
1123,1,15,40,-3,-1,10,30,30,4,2,2,11
1123,1,16,150,-1,-2,100,100,100,4,2,2,101
1123,1,17,40,-1,-3,31,30,30,4,2,2,32
1123,1,18,60,-2,-1,21,40,40,4,2,2,22
1123,1,19,75,-1,-2,50,50,50,4,2,2,51
1123,1,20,200,-1,-1,100,100,100,4,2,2,101
1123,1,1,90,1,3,60,1,267,3,2,1,61
1123,1,2,60,1,2,33,34,52,3,2,1,34
1123,1,3,120,2,1,40,100,70,3,2,1,41
1123,1,4,90,3,1,25,135,45,3,2,1,26
1123,1,5,150,2,1,88,100,100,3,2,1,89
1123,1,6,40,3,1,6,45,25,3,2,1,7
1123,1,7,100,1,3,75,80,60,3,2,1,76
1123,1,8,150,1,2,102,75,150,3,2,1,103
1123,1,9,100,3,1,37,63,79,3,2,1,38
1123,1,10,200,1,1,105,100,100,3,2,1,106
1123,1,11,40,1,3,34,32,24,3,2,1,35
1123,1,12,80,3,1,33,69,57,3,2,1,34
1123,1,13,75,2,1,18,54,48,3,2,1,19
1123,1,14,120,1,1,39,55,65,3,2,1,40
1123,1,15,60,2,1,23,40,40,3,2,1,24
1123,1,16,120,1,2,73,80,80,3,2,1,74
1123,1,17,80,1,3,57,60,60,3,2,1,58
1123,1,18,100,1,1,54,49,51,3,2,1,55
1123,1,19,75,1,2,45,50,50,3,2,1,46
1123,1,20,60,1,1,29,31,29,3,2,1,30
1124,1,1,90,-1,-3,62,41,147,2,1,2,63
1124,1,2,60,-1,-2,15,40,40,2,1,2,16
1124,1,3,120,-2,-1,22,48,96,2,1,2,23
1124,1,4,90,-3,-1,1,51,73,2,1,2,2
1124,1,5,150,-2,-1,8,22,139,2,1,2,9
1124,1,6,40,-3,-1,9,3,39,2,1,2,10
1124,1,7,100,-1,-3,43,68,96,2,1,2,44
1124,1,8,150,-1,-2,56,75,150,2,1,2,57
1124,1,9,100,-3,-1,32,21,93,2,1,2,33
1124,1,11,40,-1,-3,1,13,81,2,1,2,2
1124,1,12,80,-3,-1,23,12,76,2,1,2,24
1124,1,13,75,-2,-1,18,22,64,2,1,2,19
1124,1,14,120,-1,-1,61,2,118,2,1,2,62
1124,1,15,60,-2,-1,21,8,56,2,1,2,22
1124,1,16,120,-1,-2,81,39,162,2,1,2,82
1124,1,17,80,-1,-3,45,25,165,2,1,2,46
1124,1,18,100,-1,-1,21,10,90,2,1,2,22
1124,1,19,75,-1,-2,25,60,30,2,1,2,26
1124,1,1,60,1,1,56,47,13,1,1,1,57
1124,1,2,80,1,3,68,73,21,1,1,1,69
1124,1,3,90,3,1,80,174,32,1,1,1,81
1124,1,5,120,1,1,111,118,2,1,1,1,112
1124,1,6,80,3,1,60,237,1,1,1,1,61
1124,1,7,75,2,1,54,140,5,1,1,1,55
1124,1,8,90,1,3,49,35,165,1,1,1,50
1124,1,9,120,1,2,115,53,134,1,1,1,116
1124,1,10,100,1,1,69,99,1,1,1,1,70
1124,1,11,120,2,1,117,188,26,1,1,1,118
1124,1,12,100,3,1,68,297,1,1,1,1,69
1124,1,13,60,1,2,53,42,36,1,1,1,54
1124,1,14,150,2,1,116,248,26,1,1,1,117
1124,1,15,40,3,1,37,120,0,1,1,1,38
1124,1,16,150,1,2,145,49,202,1,1,1,146
1124,1,17,40,1,3,32,29,33,1,1,1,33
1124,1,18,60,2,1,21,62,29,1,1,1,22
1124,1,19,75,1,2,15,56,38,1,1,1,16
1124,1,20,200,1,1,154,193,7,1,1,1,155
1124,1,1,120,-1,-1,65,60,60,4,2,2,66
1124,1,2,60,-2,-1,24,30,45,4,2,2,25
1124,1,3,100,-3,-1,34,51,83,4,2,2,35
1124,1,4,120,-2,-1,43,48,96,4,2,2,44
1124,1,5,100,-1,-3,69,81,57,4,2,2,70
1124,1,6,150,-2,-1,49,60,120,4,2,2,50
1124,1,7,75,-1,-2,27,58,34,4,2,2,28
1124,1,8,60,-1,-1,13,30,30,4,2,2,14
1124,1,9,80,-1,-3,56,64,48,4,2,2,57
1124,1,10,120,-1,-2,96,44,152,4,2,2,97
1124,1,11,75,-2,-1,11,36,57,4,2,2,12
1124,1,12,40,-3,-1,10,24,32,4,2,2,11
1124,1,13,90,-1,-3,62,80,30,4,2,2,63
1124,1,14,60,-1,-2,45,30,60,4,2,2,46
1124,1,15,40,-1,-3,34,32,24,4,2,2,35
1124,1,16,200,-1,-1,45,100,100,4,2,2,46
1124,1,17,80,-3,-1,20,21,73,4,2,2,21
1124,1,18,100,-1,-1,51,50,50,4,2,2,52
1124,1,19,90,-3,-1,1,30,80,4,2,2,2
1124,1,20,150,-1,-2,79,117,66,4,2,2,80
1124,1,1,80,3,1,13,192,16,3,2,1,14
1124,1,2,100,1,1,63,100,0,3,2,1,64
1124,1,3,150,1,2,123,141,18,3,2,1,124
1124,1,4,100,1,3,75,95,15,3,2,1,76
1124,1,5,120,1,2,86,105,30,3,2,1,87
1124,1,6,40,1,3,19,35,15,3,2,1,20
1124,1,7,100,3,1,97,165,45,3,2,1,98
1124,1,8,120,2,1,112,224,8,3,2,1,113
1124,1,9,75,1,2,73,29,92,3,2,1,74
1124,1,10,90,1,3,74,45,135,3,2,1,75
1124,1,11,200,1,1,108,187,13,3,2,1,109
1124,1,12,40,3,1,6,36,28,3,2,1,7
1124,1,13,120,1,1,104,60,60,3,2,1,105
1124,1,14,75,2,1,69,50,50,3,2,1,70
1124,1,15,60,1,1,44,31,29,3,2,1,45
1124,1,16,90,3,1,77,99,57,3,2,1,78
1124,1,17,60,1,2,56,39,42,3,2,1,57
1124,1,18,150,2,1,57,80,110,3,2,1,58
1124,1,19,80,1,3,77,73,21,3,2,1,78
1124,1,20,60,2,1,42,40,40,3,2,1,43
1125,1,1,90,-3,-1,17,45,75,2,1,2,18
1125,1,2,150,-1,-2,95,75,150,2,1,2,96
1125,1,3,60,-1,-1,20,22,38,2,1,2,21
1125,1,5,120,-1,-1,31,60,60,2,1,2,32
1125,1,6,80,-1,-3,57,50,90,2,1,2,58
1125,1,8,90,-1,-3,51,58,96,2,1,2,52
1125,1,9,60,-2,-1,15,12,54,2,1,2,16
1125,1,10,40,-1,-3,11,20,60,2,1,2,12
1125,1,11,75,-2,-1,20,22,64,2,1,2,21
1125,1,12,100,-1,-1,43,50,50,2,1,2,44
1125,1,13,80,-3,-1,15,15,75,2,1,2,16
1125,1,14,200,-1,-1,102,100,100,2,1,2,103
1125,1,15,60,-1,-2,35,32,56,2,1,2,36
1125,1,16,40,-3,-1,6,9,37,2,1,2,7
1125,1,17,120,-2,-1,32,60,90,2,1,2,33
1125,1,19,75,-1,-2,49,39,72,2,1,2,50
1125,1,20,100,-3,-1,26,21,93,2,1,2,27
1125,1,2,60,1,2,47,41,38,1,1,1,48
1125,1,3,40,1,3,34,28,36,1,1,1,35
1125,1,4,150,1,2,107,110,80,1,1,1,108
1125,1,5,75,2,1,62,100,25,1,1,1,63
1125,1,6,100,1,3,74,64,108,1,1,1,75
1125,1,7,120,2,1,38,168,36,1,1,1,39
1125,1,8,200,1,1,180,100,100,1,1,1,181
1125,1,9,80,3,1,29,120,40,1,1,1,30
1125,1,10,100,1,1,96,50,50,1,1,1,97
1125,1,12,150,2,1,32,198,51,1,1,1,33
1125,1,13,90,3,1,41,135,45,1,1,1,42
1125,1,14,60,1,1,45,30,30,1,1,1,46
1125,1,15,75,1,2,68,58,34,1,1,1,69
1125,1,16,90,1,3,74,72,54,1,1,1,75
1125,1,17,60,2,1,21,90,15,1,1,1,22
1125,1,18,40,3,1,26,69,17,1,1,1,27
1125,1,19,120,1,2,108,91,58,1,1,1,109
1125,1,20,100,3,1,77,207,31,1,1,1,78
1125,1,1,75,-2,-1,25,50,50,4,2,2,26
1125,1,4,60,-1,-2,48,30,60,4,2,2,49
1125,1,5,90,-1,-3,76,69,63,4,2,2,77
1125,1,8,80,-3,-1,18,48,64,4,2,2,19
1125,1,9,100,-1,-1,59,50,50,4,2,2,60
1125,1,11,150,-1,-2,110,87,126,4,2,2,111
1125,1,12,120,-2,-1,37,58,91,4,2,2,38
1125,1,13,200,-1,-1,106,100,100,4,2,2,107
1125,1,14,40,-3,-1,5,72,16,4,2,2,6
1125,1,15,60,-1,-1,51,30,30,4,2,2,52
1125,1,16,75,-1,-2,58,42,66,4,2,2,59
1125,1,17,120,-1,-1,100,60,60,4,2,2,101
1125,1,18,60,-2,-1,15,68,26,4,2,2,16
1125,1,19,100,-1,-3,74,50,150,4,2,2,75
1125,1,20,90,-3,-1,21,102,56,4,2,2,22
1125,1,1,60,1,2,45,39,42,3,2,1,46
1125,1,3,100,1,3,86,74,78,3,2,1,87
1125,1,4,200,1,1,128,100,100,3,2,1,129
1125,1,5,80,1,3,64,60,60,3,2,1,65
1125,1,7,100,1,1,23,50,50,3,2,1,24
1125,1,9,75,1,2,67,51,48,3,2,1,68
1125,1,10,60,2,1,28,40,40,3,2,1,29
1125,1,11,40,1,3,30,17,69,3,2,1,31
1125,1,12,120,2,1,43,72,84,3,2,1,44
1125,1,13,40,3,1,10,84,12,3,2,1,11
1125,1,14,60,1,1,32,30,30,3,2,1,33
1125,1,15,150,2,1,51,120,90,3,2,1,52
1125,1,16,120,1,1,54,60,60,3,2,1,55
1125,1,17,100,3,1,28,204,32,3,2,1,29
1125,1,18,150,1,2,119,90,120,3,2,1,120
1125,1,19,80,3,1,27,150,30,3,2,1,28
2105,2,1,90,-3,-1,4,30,80,2,1,2,5
2105,2,2,200,-1,-1,102,50,150,2,1,2,103
2105,2,3,40,-3,-1,1,30,30,2,1,2,2
2105,2,4,120,-1,-1,40,30,90,2,1,2,41
2105,2,5,150,-2,-1,45,70,115,2,1,2,46
2105,2,6,80,-1,-3,48,40,120,2,1,2,49
2105,2,7,150,-1,-2,101,75,150,2,1,2,102
2105,2,8,40,-1,-3,18,30,30,2,1,2,19
2105,2,9,75,-2,-1,1,30,60,2,1,2,2
2105,2,10,80,-3,-1,6,42,66,2,1,2,7
2105,2,11,60,-1,-2,12,30,60,2,1,2,13
2105,2,12,90,-1,-3,64,62,84,2,1,2,65
2105,2,13,120,-1,-2,68,71,98,2,1,2,69
2105,2,14,100,-1,-3,73,64,108,2,1,2,74
2105,2,15,75,-1,-2,48,40,70,2,1,2,49
2105,2,16,100,-3,-1,20,60,80,2,1,2,21
2105,2,17,60,-2,-1,10,32,44,2,1,2,11
2105,2,18,100,-1,-1,49,50,50,2,1,2,50
2105,2,19,120,-2,-1,1,54,93,2,1,2,2
2105,2,20,60,-1,-1,0,1,59,2,1,2,1
2105,2,1,80,1,3,60,70,30,1,1,1,61
2105,2,4,60,2,1,30,70,25,1,1,1,31
2105,2,5,120,1,1,67,80,40,1,1,1,68
2105,2,6,90,1,3,74,80,30,1,1,1,75
2105,2,7,60,1,1,41,40,20,1,1,1,42
2105,2,8,150,1,2,114,110,80,1,1,1,115
2105,2,9,80,3,1,40,66,58,1,1,1,41
2105,2,10,75,1,2,51,50,50,1,1,1,52
2105,2,11,100,3,1,28,99,67,1,1,1,29
2105,2,12,120,2,1,44,120,60,1,1,1,45
2105,2,14,150,2,1,63,118,91,1,1,1,64
2105,2,15,40,1,3,36,30,30,1,1,1,37
2105,2,16,75,2,1,71,52,49,1,1,1,72
2105,2,17,40,3,1,12,39,27,1,1,1,13
2105,2,18,120,1,2,93,100,40,1,1,1,94
2105,2,19,90,3,1,31,120,50,1,1,1,32
2105,2,20,100,1,1,48,50,50,1,1,1,49
2105,2,1,60,-1,-2,37,20,80,4,2,2,38
